Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Snoid,"R Crum Wall > Alligator Rock > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119136828/snoid,3.0,-1,Boulder,V2,1,,39.90683,-75.3572
"Juicy Crucifix","R Crum Wall > Alligator Rock > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119136761/juicy-crucifix,4.0,-1,Boulder,V3,1,,39.90683,-75.3572
"The Bulge Direct","The Bulge > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141657/the-bulge-direct,1.0,-1,Boulder,V0+,1,,39.90148,-75.35657
"Battle of the Bulge Left","The Bulge > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141717/battle-of-the-bulge-left,3.0,-1,Boulder,V1+,1,,39.90148,-75.35657
"Battle of the Bulge","The Bulge > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141610/battle-of-the-bulge,4.0,-1,Boulder,V2,1,,39.90148,-75.35657
"Warm Up","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141875/warm-up,1.0,-1,Boulder,V-easy,1,,39.90355,-75.35887
"Sunshine Mantle","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141921/sunshine-mantle,1.5,-1,Boulder,V0,1,,39.90355,-75.35887
"The Bart Man","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141970/the-bart-man,1.0,-1,Boulder,V0,1,,39.90355,-75.35887
"Like Gold and Faceted","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119142002/like-gold-and-faceted,1.7,-1,Boulder,V0,1,,39.90355,-75.35887
Pinbacker,"Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141798/pinbacker,2.0,-1,Boulder,V0,1,,39.90355,-75.35887
Machop,"Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119142131/machop,2.0,-1,Boulder,V0,1,,39.90355,-75.35887
"Seven Angels","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119142037/seven-angels,2.0,-1,Boulder,"V0-1 R",1,,39.90355,-75.35887
"Sunshine Arête","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119141841/sunshine-arete,1.0,-1,Boulder,V1-,1,,39.90355,-75.35887
"Teeth of Lions Rule the Divine","Sunshine Boulders > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119142056/teeth-of-lions-rule-the-divine,2.5,-1,Boulder,"V1-2 R",1,,39.90355,-75.35887
"Boat Wall Traverse","Tyler Park Bouldering > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/122195038/boat-wall-traverse,2.0,-1,Boulder,"V0 PG13",1,12,40.22561,-74.96258
